Match ID,Hero,Kills,Deaths,Assists,KDA,Duration,Result
5688499991,Nature's Prophet,6,5,20,5.2,39.71666666666667,Win
5685828931,Slardar,9,1,12,21.0,34.1,Win
5685634129,Nature's Prophet,2,10,8,1.0,28.866666666666667,Loss
5685579697,Nature's Prophet,13,8,19,4.0,40.15,Win
5677743835,Weaver,14,5,24,7.6,60.85,Win
5677718601,Bloodseeker,3,7,5,1.1428571428571428,29.85,Loss
5674828159,Weaver,2,11,13,1.3636363636363635,37.45,Loss
5674778516,Nature's Prophet,11,7,17,4.0,41.983333333333334,Win
5674734114,Nature's Prophet,5,7,9,2.0,34.25,Loss
5673618114,Bloodseeker,4,5,5,1.8,41.56666666666667,Win
5673523904,Weaver,9,9,22,3.4444444444444446,39.666666666666664,Win
5673470999,Bloodseeker,6,10,22,2.8,41.7,Win
5673416127,Nature's Prophet,5,7,14,2.7142857142857144,38.21666666666667,Loss
5669076678,Nature's Prophet,8,10,10,1.8,35.86666666666667,Loss
5667735182,Venomancer,5,11,37,3.8181818181818183,41.5,Win
5667683599,Nature's Prophet,5,13,21,2.0,44.86666666666667,Loss
5666676784,Slardar,11,4,13,6.0,32.25,Win
5666652467,Nature's Prophet,6,5,12,3.6,36.35,Win
5666525206,Bristleback,3,10,6,0.9,33.233333333333334,Loss
5666454187,Nature's Prophet,8,3,17,8.333333333333334,34.3,Win
5666401957,Nature's Prophet,7,6,18,4.166666666666667,39.833333333333336,Win
5665337918,Nature's Prophet,12,15,12,1.6,55.45,Loss
5658155206,Bristleback,13,8,22,4.375,48.95,Win
5658101977,Slardar,6,11,8,1.2727272727272727,40.45,Loss
5657116219,Nature's Prophet,12,4,10,5.5,29.466666666666665,Win
5657051162,Lich,5,8,23,3.5,40.36666666666667,Win
5656934594,Sand King,2,15,10,0.8,35.983333333333334,Loss
5655710933,Nature's Prophet,13,7,26,5.571428571428571,46.45,Win
5655664751,Nature's Prophet,14,6,17,5.166666666666667,40.75,Win
5650402203,Nature's Prophet,6,14,27,2.357142857142857,48.5,Loss
5650354047,Weaver,5,7,11,2.2857142857142856,49.46666666666667,Loss
5649038653,Sand King,4,1,11,15.0,36.13333333333333,Win
5649017011,Nature's Prophet,8,19,13,1.105263157894737,38.53333333333333,Loss
5648924950,Nature's Prophet,8,4,9,4.25,31.283333333333335,Win
5647532466,Nature's Prophet,12,5,10,4.4,36.13333333333333,Win
5646246163,Nature's Prophet,3,9,26,3.2222222222222223,45.15,Win
5646113426,Sand King,7,15,30,2.466666666666667,63.06666666666667,Loss
5646007123,Viper,11,9,23,3.7777777777777777,53.25,Win
5644831164,Nature's Prophet,11,3,24,11.666666666666666,36.21666666666667,Win
5644644641,Nature's Prophet,0,11,6,0.5454545454545454,26.116666666666667,Loss
5637604241,Night Stalker,8,7,20,4.0,43.983333333333334,Win
5637540233,Slardar,13,9,17,3.3333333333333335,53.416666666666664,Win
5636271856,Nature's Prophet,8,11,15,2.090909090909091,43.88333333333333,Loss
5636217993,Slardar,8,3,19,9.0,43.56666666666667,Win
5634909922,Nature's Prophet,7,4,23,7.5,47.06666666666667,Win
5634867402,Bloodseeker,3,4,18,5.25,34.516666666666666,Win
5630445927,Nature's Prophet,3,11,10,1.1818181818181819,41.28333333333333,Loss
5629148658,Sand King,9,8,23,4.0,45.21666666666667,Win
5629069701,Bristleback,9,8,16,3.125,49.516666666666666,Win
5627859616,Bloodseeker,5,9,12,1.8888888888888888,34.85,Loss
5627759399,Nature's Prophet,4,10,21,2.5,39.61666666666667,Win
5626526597,Snapfire,3,9,7,1.1111111111111112,35.95,Loss
5626455159,Sand King,9,13,17,2.0,47.333333333333336,Win
5625119546,Slardar,5,8,23,3.5,47.13333333333333,Win
5625070257,Nature's Prophet,5,3,17,7.333333333333333,37.6,Win
5623798278,Nature's Prophet,4,7,12,2.2857142857142856,36.46666666666667,Loss
5620374182,Slardar,14,4,20,8.5,32.38333333333333,Win
5620305091,Bloodseeker,5,6,13,3.0,48.416666666666664,Loss
5618909540,Nature's Prophet,7,8,20,3.375,37.36666666666667,Win
5617705531,Beastmaster,4,9,7,1.2222222222222223,32.21666666666667,Loss
5617616960,Nature's Prophet,8,5,15,4.6,35.2,Win
